Name	Type	SaveFileId	Image	Video
Riddler Trophy (Stagg Beta, Through Vent RightOfEntrance)	Riddler Trophies	PickedUp_Stagg_Pickup_23 	https://static.gosunoob.com/img/1/2015/06/batman-arkham-knight-riddler-trophy-location-airship-1024x576.jpg	
Riddler Trophy (Stagg Beta, Monkey Right of Entrance)	Riddler Trophies	PickedUp_Stagg_Pickup_24 	https://static.gosunoob.com/img/1/2015/06/beta-airship-riddler-trophy-batman-1024x576.jpg	
Breakable (Stagg Beta, UnderStairs Right of Entrance)	Breakable Objects	PickedUp_Stagg_InsectCrate_12 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg3B.jpg	
Magazine Riddle (Stagg Beta, Computer)	Riddles	PickedUp_Stagg_Riddler_11 		
Stagg Scarecrow	Main Story	CH4_StaggB3_Scarecrow_Defeated 		
Breakable (Stagg Beta, RoomWithHole)	Breakable Objects	PickedUp_Stagg_InsectCrate_15 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Stagg1B.jpg	
Watchtower (Bleake, NearWater)	Watchtower	SS_Watchtowers_CityZ_06_ChX1_Ch56789_LOD1.RRadarTower_21_destroyed	https://static.gosunoob.com/img/1/2015/07/bleake-island-militia-watchtower-1024x576.jpg	
Riddler Trophy (Bleake, WarehouseNearAceBridge)	Riddler Trophies	PickedUp_CityZ_Pickup_13 	https://static.gosunoob.com/img/1/2015/06/rooftop-shed-riddler-trophy-1024x576.jpg	
Oracle Dies	Main Story	Ch5a_CityZ_07_OracleDead 		
Riddler Trophy (Bleake, Chinatown Rooftop 9 Robot Fight)	Riddler Trophies	PickedUp_CityZ_Pickup_14 	https://static.gosunoob.com/img/1/2015/06/fighting-riddler-trophy-bleake-island-1024x576.jpg	
Riddler Bomb (Bleake, Near Clock Tower and Rail Tracks)	Riddler Bomb	BombRiot_Z18_Succeeded 	https://static.gosunoob.com/img/1/2015/06/Bleake_Island_Riddler_Victim_Batman_Arkham_Knight_11-1024x576.jpg	
APC 3	APC	SS_APC_APC3Complete 		
Start Mad Hatter	Mad Hatter	SS_DLC_MadHatter_IntroDone 		
Mad Hatter First Victim [After First Cobra Fight]	Mad Hatter	SS_DLC_MadHatter_X01Saved		
GCPD/Ivy/Cobras	Main Story	Ch5b_CityZ_17_Heavy_Tank_Scanning_Complete 		
Cobra Lure Upgrade	Upgrades	Unlocked_BmblHeavyCannonLure		
Sabatoge Drone Controller Upgrade	Upgrades	Unlocked_DisruptorMiniDroneCont		
Sabatoge Medic Upgrade	Upgrades	Unlocked_DisruptorSabMedic		
Riddler Trophy (Miagani, Hospital Scan)	Riddler Trophies	PickedUp_CityX_Pickup_18 	https://static.gosunoob.com/img/1/2015/06/hospital-riddler-trophy-scan-miagani-island-1024x576.jpg	
Checkpoint (Miagani, Near Orphanage)	Checkpoints	Checkpoint_X_KDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Miagani_Island_1-1024x576.jpg	
Riddler Trophy (Miagani, next to checkpoint)	Riddler Trophies	PickedUp_CityX_Pickup_4 	https://guides.gamepressure.com/batmanarkhamknight/gfx/word/428455578.jpg	
Pyg (Miagani, NearFoundersIsland; Torso Eye Arm)	Pyg	SS_Pyg_Victim4Done 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Mutilated_Body_Miagani_Island_1-1024x576.jpg	
Watchtower (Miagani, Near Bridge By Orphanage)	Watchtower	SS_Watchtowers_CityX_28_ChX1_Ch56789_LOD1.RRadarTower_12_destroyed 	https://static.gosunoob.com/img/1/2015/07/miagani-island-militia-watchtower-1024x576.jpg	
Breakable Shield (Miagani, Orphanage)	Breakable Objects	PickedUp_CityX_MilitiaShield_4 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani2B.jpg	
Riddler Trophy (Miagani, Orphanage)	Riddler Trophies	PickedUp_CityX_Pickup_2 	https://static.gosunoob.com/img/1/2015/06/orphanage-puzzle-trophy-miagani-island-1024x576.jpg	
Riddler Orphanage 2 (B: 31452; C:13524)	Riddler Mission	Orphan_01_Complete 		
Riddler Race 2 (Elliot Memorial Hospital 0 1)	Riddler Mission	Orphan_C8_RaceComplete 		
Checkpoint (Miagani, North NearWater Across Lady Gotham)	Checkpoints	Checkpoint_X_FDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Miagani_Island_4-1024x576.jpg	
Riddler Challenge 2 (Miagani, Casino [or use map] 0 1)	Riddler Mission	Orphan_C3_Done 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Flight_School_Riddlers_Revenge-1024x576.jpg	
Watchtower (Miagani, Hospital [2 consoles])	Watchtower	SS_Watchtowers_CityX_04_ChX1_Ch56789_LOD1.RRadarTower_2_destroyed 	https://static.gosunoob.com/img/1/2015/07/hospital-militia-watchtower-miagani-island-1024x576.jpg	
League of Assassins (Hospital)	League of Assassins	DLC_Ras_Morgue_Puzzle_4 		
Riddler Orphanage 3 	Riddler Mission	Orphan_04_Complete 		
Reload Speed 2 Upgrade	Upgrades	Unlocked_BmblHeavyCannonReload2 		
Tank Head Shot Upgrade	Upgrades	Unlocked_BmblHeavyCannonHeadShot 		
Tank Body Shot Upgrade	Upgrades	Unlocked_BmblHeavyCannonBodyShot 		
Bomb (Miagani Island, Botanical Gardens)	Bombs	SS_CommandBeacons_CityX_14_ChD1ab_Ch56789.RCommandBeacon_5_destroyed 	https://static.gosunoob.com/img/1/2015/07/campaign-for-disarmament-miagani-island-1024x576.jpg	
Riddler Bomb (Miagani, Near Wayne Tower)	Riddler Bomb	BombRiot_X15_Succeeded 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Riddler_Victim_Miagani_Island_1-1024x576.jpg	
Breakable Shield (Miagani, Side of Wayne Tower)	Breakable Objects	PickedUp_CityX_MilitiaShield_8 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani6B.jpg	
Firemen (Miagani, Wayne Tower)	Firemen	SS_FireCrew_4_Rescued 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Firefighter_Location_Miagani_Island-1024x576.jpg	
Riddler Trophy (Miagani, Wayne Tower scan)	Riddler Trophies	PickedUp_CityX_Pickup_19 	https://static.gosunoob.com/img/1/2015/06/wayne-tower-time-trial-riddler-trophy-1024x576.jpg	
Riddler Trophy (Miagani, WayneTowerDestructibleWall [pathofscan])	Riddler Trophies	PickedUp_CityX_Pickup_26 	https://static.gosunoob.com/img/1/2015/06/miagani-island-riddler-trophy-wayne-tower-1024x576.jpg	
Breakable Shield (Miagani, Right After Jump [pathofscan] Indian)	Breakable Objects	PickedUp_CityX_MilitiaShield_9 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani7B.jpg	
Breakable Shield (Miagani, Before Plaza [pathofscan] Road Signs)	Breakable Objects	PickedUp_CityX_MilitiaShield_10 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Miagani8B.jpg	
Firemen (Miagani, EndOfScan)	Firemen	SS_FireCrew_11_Rescued 	https://static.gosunoob.com/img/1/2015/07/Missing_Firefighter_Miagani_Island_Batman_Arkham_Knight-1024x576.jpg	
Riddler Trophy (Miagani, Top of Rail Cars)	Riddler Trophies	PickedUp_CityX_Pickup_40 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-train-station-miagani-island-1024x576.jpg	
Wayne Tower Tank Fight	Main Story	Ch5b_WayneTower_Tanks_Complete 		
Riddler Trophy (Miagani, NearFerryUnderFastFoodSign)	Riddler Trophies	PickedUp_CityX_Pickup_11 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-robot-trap-miagani-island-1024x576.jpg	
Use Sonar	Main Story	Ch5b_ProtectIvyPlantSiteX_ObjectiveComplete 		
Manbat blood sample	Manbat	SS_ManBat_SampleTaken 		
Watchtower (Miagani, TowerBridge South 2Statues)	Watchtower	SS_Watchtowers_CityX_17_ChX1_Ch56789_LOD1.RRadarTower_10_destroyed     	https://static.gosunoob.com/img/1/2015/07/miagani-island-skyway-watchtower-1024x576.jpg	
Riddler Trophy (Bleake, StartAtSouthMiaganiPowerWinch)	Riddler Trophies	PickedUp_CityZ_Pickup_19 	https://static.gosunoob.com/img/1/2015/06/miagani-bridge-time-trial-riddler-trophy-1024x576.jpg	
Riddler Trophy (Bleake Island, Center Skyway)	Riddler Trophies	PickedUp_CityZ_Pickup_40	https://static.gosunoob.com/img/1/2015/06/arkham-knight-mendo-riddler-trophy-1024x576.jpg	
APC 4	APC	SS_APC_APC4Complete 		
Tank Energy Absorption Upgrade	Upgrades	Unlocked_BmblEnergyAbsorbtion1 		
Penguin 1 (Falcone)	Penguin	PenguinCache_C2_Thugs_Done 		
Bat Symbol Riddle	Riddles	PickedUp_CityZ_Riddler_15     	https://static.gosunoob.com/img/1/2015/06/bak-riddles-collectible-1024x576.jpg	
Lady of Gotham Riddle	Riddles	PickedUp_CityZ_Riddler_22     	https://static.gosunoob.com/img/1/2015/06/arkham-knight-bleake-island-statue-riddle-1024x576.jpg	
Arkham Asylum Riddle	Riddles	PickedUp_CityZ_Riddler_21 	https://static.gosunoob.com/img/1/2015/06/batman-arkham-knight-riddles-bleake-island-1024x576.jpg	
Wonder Tower Riddle	Riddles	PickedUp_CityX_Riddler_2 	https://static.gosunoob.com/img/1/2015/06/miagani-riddle-wayne-tower-1024x576.jpg	
Bomb (Bleake, Outside Falcone Penguin Cache)	Bombs	SS_CommandBeacons_CityZ_19_ChD1ab_Ch3456789.RCommandBeacon_1_destroyed 	https://static.gosunoob.com/img/1/2015/07/bleake-island-explosive-device-1024x576.jpg	
Riddler Trophy (Bleake, Falcone Drag Question Marks)	Riddler Trophies	PickedUp_CityZ_Pickup_6 	https://static.gosunoob.com/img/1/2015/06/underpass-riddler-trophy-1024x576.jpg	
Fear Takedown x5 Upgrade	Upgrades	Unlocked_5FearTakedowns 		
Firemen (Bleake, Dock SouthEastBleake)	Firemen	SS_FireCrew_12_Rescued 	https://static.gosunoob.com/img/1/2015/07/The_Line_of_Duty_Firefighter_Arkham_Knight_Bleake_Island_Batman-1024x576.jpg	
Firemen (Bleake, EastBleake)	Firemen	SS_FireCrew_2_Rescued 	https://static.gosunoob.com/img/1/2015/07/The_Line_of_Duty_Firefighter_Bleake_Island_Batman_Arkham_Knight-1024x576.jpg	
Riddler Trophy (Bleake, ImpossibleSpringEastBleak)	Riddler Trophies	PickedUp_CityZ_Pickup_1 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-pinball-bleake-island-1024x576.jpg	
Riddler Trophy (Bleake, ExplosiveGelShippingContainer)	Riddler Trophies	PickedUp_CityZ_Pickup_3 	https://static.gosunoob.com/img/1/2015/06/container-riddler-puzzle-trophy-bleake-island-1024x576.jpg	
Collect Freeze Blast	Gadget	Equip_FreezeSpray 		
Robin Riddle (Panessa)	Riddles	PickedUp_Film_Riddler_37 		
Killer Croc	Killer Croc	KillerCroc_FirstFight_Done		
Mad Hatter Victim (Between Panessa and Merchant Bridge)	Mad Hatter	SS_DLC_MadHatter_Z20Saved		
League of Assassins (Lazarus Pit)	League of Assassins	DLC_Ras_Lazarus_Ninjas_Defeated		
Killer Croc Guard 1 Found (Shipping container)	Killer Croc	KillerCroc_CityGuard_02_Done		
Riddler Trophy (Bleake, StartOnPanessaRoof Race)	Riddler Trophies	PickedUp_CityZ_Pickup_20 	https://static.gosunoob.com/img/1/2015/06/panessa-studios-time-trial-puzzle-trophy-1024x576.jpg	
Manbat Lab (use map)	ManBat	SS_ManBat_CreatedCure 		
Manbat Riddle	Riddles	PickedUp_CityZ_Riddler_25 		
Killer Croc Guard 2 Found	Killer Croc	KillerCroc_CityGuard_01_Done 		
Two Face Bank 1 (Bleake)	Two Face	Bank01_Empty 		
Riddler Trophy (Bleake, ScanNearTwoFaceBank)	Riddler Trophies	PickedUp_CityZ_Pickup_21 	https://static.gosunoob.com/img/1/2015/06/urbarail-station-riddler-trophy-1024x576.jpg	
Mad Hatter Second Victim [Ace Lighthouse]	Mad Hatter	SS_DLC_MadHatter_Z21Saved		
Riddler Trophy (Founders, ShackNearWaterUnderRail)	Riddler Trophies	PickedUp_CityY_Pickup_24 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-riddler-trophies-founders-island-1024x576.jpg	
Checkpoint (Founders, NearBleakeBridgeAndWater)	Checkpoints	Checkpoint_Y_NDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Founders_Island_2-1024x576.jpg	
Watchtower (Founders, ContinueAlongWater)	Watchtower	SS_Watchtowers_CityY_10_ChX1_Ch3456789_LOD1.RRadarTower_15_destroyed 	https://static.gosunoob.com/img/1/2015/07/bruford-tower-militia-watchtower-1024x576.jpg	
Riddler Trophy (Founders, ByDockNextToBridge)	Riddler Trophies	PickedUp_CityY_Pickup_8 	https://static.gosunoob.com/img/1/2015/06/founders-island-riddler-trophy-bak-riverside-1024x576.jpg	
Checkpoint (Founders, ContinueAlongWater)	Checkpoints	Checkpoint_Y_LDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Founders_Island_1-1024x576.jpg	
Watchtower (Founders, Continue Near Dock)	Watchtower	SS_Watchtowers_CityY_15_ChX1_Ch3456789_LOD1.RRadarTower_1_destroyed 	https://static.gosunoob.com/img/1/2015/07/dock-militia-watchtower-founders-island-1024x576.jpg	
Checkpoint (Founders, AmertekNearNorthMiaganiBridge)	Checkpoints	Checkpoint_Y_PDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Founders_Island_7-1024x576.jpg	
Watchtower (Founders, Continue To Water)	Watchtower	SS_Watchtowers_CityY_18_ChX1_Ch3456789_LOD1.RRadarTower_20_destroyed 	https://static.gosunoob.com/img/1/2015/07/founders-island-watchtower-side-mission-1024x576.jpg	
Grapnel Boost Mk4 Upgrade	Upgrades	Unlocked_GrappleBoostMk4 		
Riddler Trophy (Founders, Pier North Miagani Bridge)	Riddler Trophies	PickedUp_CityY_Pickup_32 	https://static.gosunoob.com/img/1/2015/06/founders-island-riddler-trophy-pier-1024x576.jpg	
Checkpoint (Founders, ContinueAlongWater)	Checkpoints	Checkpoint_Y_QDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Founders_Island_8-1024x576.jpg	
Riddler Trophy (Founders, TowerNearMonuments)	Riddler Trophies	PickedUp_CityY_Pickup_31 	https://static.gosunoob.com/img/1/2015/06/founders-monument-riddler-trophy-1024x576.jpg	
Watchtower (Founders, NearPortAdams)	Watchtower	SS_Watchtowers_CityY_17_ChX1_Ch3456789_LOD1.RRadarTower_19_destroyed 	https://static.gosunoob.com/img/1/2015/07/militia-watchtower-location-founders-island-1024x576.jpg	
Drone + Radar 1 (Main Story)	Main Story	Ch5c_CityY_Radar_1_Destroyed 		
Watchtower (Founders, West Cobblepot [away from marker])	Watchtower	SS_Watchtowers_CityY_12_ChX1_Ch56789_LOD1.RRadarTower_0_destroyed 	https://static.gosunoob.com/img/1/2015/07/cobblepot-manor-militia-watchtower-1024x576.jpg	
Penguin Manor Riddle	Riddles	PickedUp_CityY_Riddler_29 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-founders-island-riddle-penguin-1024x576.jpg	
Goth Corp Riddle	Riddles	PickedUp_CityY_Riddler_14 	https://static.gosunoob.com/img/1/2015/06/bak-riddle-founders-island-freeze-1024x576.jpg	
Watchtower (Founders, North West [Near Marker])	Watchtower	SS_Watchtowers_CityY_08_ChX1_Ch3456789_LOD1.RRadarTower_0_destroyed 	https://static.gosunoob.com/img/1/2015/07/founders-island-militia-watchtower-1024x576.jpg	
Combo Batclaw Upgrade	Upgrades	Unlocked_SpecialComboBatclaw		
Radar 2 (Main Story)	Main Story	Ch5c_CityY_Radar_2_Destroyed 		
Firemen (Founders, MiddleRaisedPlatform)	Firemen	SS_FireCrew_7_Rescued 	https://static.gosunoob.com/img/1/2015/07/Missing_Firefighter_Founders_Island_Batman_Arkham_Knight-1024x576.jpg	
Long Range Missle Launcher (Main Story)	Main Story	CityY_Missile_Launcher_2_Dead 		
Riddler Trophy (Founders, Under Raised Ramp LexCorp)	Riddler Trophies	PickedUp_CityY_Pickup_29 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-city-vision-riddler-trophy-1024x576.jpg	
Breakable Shield (Founders, UnderWalkwayNearRamp)	Breakable Objects	PickedUp_CityY_MilitiaShield_5 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders11B.jpg	
Breakable Shield (Founders, EastLowerStreetNearChurch)	Breakable Objects	PickedUp_CityY_MilitiaShield_6 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders1B.jpg	
Church Riddle	Riddles	PickedUp_CityY_Riddler_3 	https://static.gosunoob.com/img/1/2015/06/founders-island-azrael-riddle-1024x576.jpg	
Pyg (Founders, EastNearWater; leg abdomen skull)	Pyg	SS_Pyg_Victim5Done 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Unidentified_Body_The_Perfect_Crime_1-1024x576.jpg	
Breakable Shield (Founders, CityvisionConstruction)	Breakable Objects	PickedUp_CityY_MilitiaShield_4 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders2B.jpg	
Riddler Trophy (Founders, NorthEast Winch Puzzle)	Riddler Trophies	PickedUp_CityY_Pickup_7 	https://static.gosunoob.com/img/1/2015/06/founders-island-building-puzzle-bak-1024x576.jpg	
Checkpoint (Founders, EastPullDownDoor)	Checkpoints	Checkpoint_Y_MDestroyed	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Founders_Island_4-1024x576.jpg	
Batmobile Riddle 	Riddles	PickedUp_CityY_Riddler_23 		
Riddler Trophy (Founders, In Checkpoint)	Riddler Trophies	PickedUp_CityY_Pickup_27 	https://static.gosunoob.com/img/1/2015/06/bak-riddler-trophies-militia-base-1024x576.jpg	
Solomon Grundy Riddle (In checkpoint)	Riddles	PickedUp_CityY_Riddler_36 	https://static.gosunoob.com/img/1/2015/06/bak-riddle-grundy-1024x576.jpg	
Firemen (Founders, Winch Pulldown Wall NearStagg)	Firemen	SS_FireCrew_14_Rescued 	https://static.gosunoob.com/img/1/2015/07/Missing_Firefighter_Batman_Arkham_Knight_Founders_Island-1024x576.jpg	
Halloween Riddle (Up Above)	Riddles	PickedUp_CityY_Riddler_6 	https://static.gosunoob.com/img/1/2015/06/batman-arkham-knight-founders-island-riddles-1024x576.jpg	
Riddler Trophy (Founders, ScanNearHalloweenRiddle)	Riddler Trophies	PickedUp_CityY_Pickup_17 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-underground-scanner-1024x576.jpg	
Riddler Trophy (Founders, ByNMiaganiBridge ElectricPuzzle)	Riddler Trophies	PickedUp_CityY_Pickup_2 	https://static.gosunoob.com/img/1/2015/06/founders-island-puzzle-trophy-sliding-generators-1024x576.jpg	
Riddler Challenge 3 (Founders, use map 2 1)	Riddler Mission	Orphan_C4_ReturnedPostCompletion 		
Bomb (Founders, SE Intersection near Bank)	Bombs	SS_CommandBeacons_CityY_17_ChD1ab_Ch3456789.RCommandBeacon_4_destroyed 	https://static.gosunoob.com/img/1/2015/07/campaign-for-disarmament-founders-island-1024x576.jpg	
Two Face Bank 2 (Founders)	Two Face	Bank02_Empty 		
Riddler Trophy (Founders, Near Bank Kord Monument Skyway)	Riddler Trophies	PickedUp_CityY_Pickup_21 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-riddler-trophy-monument-1024x576.jpg	
Breakable Shield (Founders, OtisburgPlazaNearPortAdamsDoor)	Breakable Objects	PickedUp_CityY_MilitiaShield_1 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders7B.jpg	
Azrael 2 (near firefly, use map)	Azrael	SS_Azrael_Fight2_Complete		
Afterburner Recharge 1	Upgrades	Unlocked_BmblBoostCharge1		
Afterburner Recharge 2	Upgrades	Unlocked_BmblBoostCharge2		
Breakable Shield (Founders, Behind Firefly)	Breakable Objects	PickedUp_CityY_MilitiaShield_3 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders5B.jpg	
Firefly (Founders, Near Gothcorp)	Firefly	SS_Firefly_CityY_Complete		
Riddler Trophy (Founders, StartatBleakeGCPDPowerWinch)	Riddler Trophies	PickedUp_CityY_Pickup_14 	https://static.gosunoob.com/img/1/2015/06/gcpd-time-trial-riddler-trophy-1024x576.jpg	
APC 5	APC	SS_APC_APC5Complete 		
Batgirl Riddle (Go to Bleake Clocktower)	Riddles	PickedUp_CityZ_Riddler_5 		
Manbat Give Medicine	ManBat	SS_ManBat_Cure_FullDose1 		
Riddler Trophy (Bleake, Panessa Roof [during Harley fight])	Riddler Trophies	PickedUp_CityZ_Pickup_31 	https://static.gosunoob.com/img/1/2015/06/panessa-studios-riddler-trophy-1024x576.jpg	
Panessa	Main Story	Ch6_CityZ_MovieStudioRoof_VoiceSynth_Obtained 		
Sabotoge Mine Upgrade	Upgrades	Unlocked_DisruptorSabMine		
Drone Hack 2 Upgrade	Upgrades	Unlocked_RHDDroneHackMK2		
Smoke Pellet Duration Upgrade	Upgrades	Unlocked_SmokePelletDuration 		
Smoke Pellet Area Upgrade	Upgrades	Unlocked_SmokePelletAOE		
Riddler Trophy (Panessa, ElectricBatarang)	Riddler Trophies	PickedUp_Film_Pickup_26 	https://static.gosunoob.com/img/1/2015/06/panessa-studios-riddler-trophy-locations-1024x576.jpg	
Riddler Trophy (Panessa, 8 9 10 12)	Riddler Trophies	PickedUp_Film_Pickup_27 	https://static.gosunoob.com/img/1/2015/06/puzzle-trophy-studios-solution-1024x576.jpg	
Breakable (Panessa, BeforeEntrance)	Breakable Objects	PickedUp_Film_JackInTheBox_1 		
Breakable (Panessa, LeftCorridorAfterEntrance)	Breakable Objects	PickedUp_Film_JackInTheBox_2 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa2B.jpg	
Riddler Trophy (Panessa, Robot)	Riddler Trophies	PickedUp_Film_Pickup_34 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-riddler-trophy-panessa-studios-1024x576.jpg	
Breakable (Panessa, Stage B Corridor)	Breakable Objects	PickedUp_Film_JackInTheBox_5 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa10B.jpg	
Riddler Trophy (Panessa, ChristinaRoom)	Riddler Trophies	PickedUp_Film_Pickup_44 	https://static.gosunoob.com/img/1/2015/06/batman-arkham-knight-puzzle-trophy-studios-1024x576.jpg	
Riddler Trophy (Panessa, BeforeChristinaRoom)	Riddler Trophies	PickedUp_Film_Pickup_46 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-panessa-studios-riddler-trophies-1024x576.jpg	
Riddler Trophy (Panessa, Left Wall CreativeGel)	Riddler Trophies	PickedUp_Film_Pickup_45 	https://static.gosunoob.com/img/1/2015/06/riddler-puzzle-trophy-solutions-studio-1024x576.jpg	
Breakable (Panessa, Stage B Vent)	Breakable Objects	PickedUp_Film_JackInTheBox_8 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa11B.jpg	
Breakable (Panessa, Stage B Vent 2)	Breakable Objects	PickedUp_Film_JackInTheBox_7 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa12B.jpg	
Riddler Trophy (Panessa, Stage B vent Switch)	Riddler Trophies	PickedUp_Film_Pickup_42 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-locations-studios-1024x576.jpg	
Breakable (Panessa, Stage B Vent 3)	Breakable Objects	PickedUp_Film_JackInTheBox_6 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa13B.jpg	
Riddler Trophy (Panessa, Stage B Vent Freeze Blast)	Riddler Trophies	PickedUp_Film_Pickup_41 	https://static.gosunoob.com/img/1/2015/06/panessa-studios-puzzle-trophy-1024x576.jpg	
Riddler Trophy (Panessa, Fan)	Riddler Trophies	PickedUp_Film_Pickup_40 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-studio-riddler-trophies-1024x576.jpg	
Breakable (Panessa, Stage B First Entrance)	Breakable Objects	PickedUp_Film_JackInTheBox_12	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa5B.jpg	
Joker Shrine Riddle (Panessa Stage A Entrance Left)	Riddles	PickedUp_Film_Riddler_16 		
Riddler Trophy (Panessa, Stage A Entrance Right)	Riddler Trophies	PickedUp_Film_Pickup_30 	https://static.gosunoob.com/img/1/2015/06/stage-a-riddler-trophy-studios-1024x576.jpg	
Riddler Trophy (Panessa, backStage A Robot)	Riddler Trophies	PickedUp_Film_Pickup_48 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-panessa-studios-robot-1024x576.jpg	
Riddler Trophy (Panessa, backStage A Sentries)	Riddler Trophies	PickedUp_Film_Pickup_50 	https://static.gosunoob.com/img/1/2015/06/bak-riddler-trophy-turrets-1024x576.jpg	
Inferno Riddle (Panessa backStage A Entrance Right)	Riddles	PickedUp_Film_Riddler_13 		
Breakable (Panessa, backStage A Entrance Right)	Breakable Objects	PickedUp_Film_JackInTheBox_4 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa14B.jpg	
Breakable (Panessa, backStage A Entrance Left)	Breakable Objects	PickedUp_Film_JackInTheBox_3 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa15B.jpg	
Riddler Trophy (Panessa, backStage A 124141)	Riddler Trophies	PickedUp_Film_Pickup_47 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-panessa-studio-color-puzzle-1024x576.jpg	
Breakable (Panessa, Left of backStage A Entrance)	Breakable Objects	PickedUp_Film_JackInTheBox_11     	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa4B.jpg	
Riddler Trophy (Panessa, Stage C 15732486)	Riddler Trophies	PickedUp_Film_Pickup_32 	https://static.gosunoob.com/img/1/2015/06/panessa-studios-riddler-trophy-generator-puzzle-1024x576.jpg	
Riddler Trophy (Panessa, Stage C Exploding Gel Wall)	Riddler Trophies	PickedUp_Film_Pickup_35 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-riddler-trophy-batarang-puzzle-1024x576.jpg	
Breakable (Panessa, Stage C after door left)	Breakable Objects	PickedUp_Film_JackInTheBox_9     	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa8B.jpg	
Breakable (Panessa, Stage C corridor going out)	Breakable Objects	PickedUp_Film_JackInTheBox_14 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa6B.jpg	
Breakable (Panessa, Next to robot)	Breakable Objects	PickedUp_Film_JackInTheBox_15     	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Panessa3B.jpg	
Riddler Trophy (Bleake, Panessa Roof Robot)	Riddler Trophies	PickedUp_CityZ_Pickup_11 	https://static.gosunoob.com/img/1/2015/06/pressure-plate-riddler-trophy-bleake-island-1024x576.jpg	
Riddler Trophy (Bleake, Column Near Upgrade)	Riddler Trophies	PickedUp_CityZ_Pickup_9 	https://static.gosunoob.com/img/1/2015/06/panessa-studios-square-riddler-trophy-solution-1024x576.jpg	
Batmobile Upgrade/Trigger Hush	Main Story	SS_Hush_WayneTower		
Croc Done	Killer Croc	KillerCroc_Done		
Mad Hatter Done	Mad Hatter	Lockup_B2_MadHatter_LockedUp		
Riddler Trophy (Bleake, Panessa Scan)	Riddler Trophies	PickedUp_CityZ_Pickup_22 	https://static.gosunoob.com/img/1/2015/06/rooftop-time-trial-puzzle-trophy-1024x576.jpg	
